text_content,extracted_keywords,true_category,true_severity
I think there has been a bus crash near Industrial Area. an unconscious person. People are moving away.,an unconscious person; industrial area; bus crash,CRASH,4
There's... I think there has been a electrical accident near Dam Road. people with minor injuries. The incident happened just now. Visibility is poor.,people with minor injuries; electrical accident; dam road,FIRE,2
Heavy cold weather is making the situation worse near Tunnel Entrance. There is a boat accident. Please hurry!,boat accident; cold weather; tunnel entrance,CRASH,1
Help! I think there has been a building fire near Underpass. an unconscious person. A shopkeeper is waiting.,an unconscious person; building fire; shopkeeper,FIRE,4
Ahhh! Reports are coming in from Bus Depot about a building collapse. There is fallen tree. A child is waiting. A child is waiting. Send someone now!,fallen tree; building collapse; bus depot,RESCUE,5
There's... Help! I am near Industrial Gate and there has been a evacuation. The road is affected and I can see fuel leak. The incident happened early this morning.,industrial gate; fuel leak; evacuation,RESCUE,3
There's... I am near Main Highway and there has been a car rollover. The road is affected and I can see smoke. Visibility is poor. What do I do?!,main highway; car rollover; smoke,CRASH,2
Please hurry! A resident says there is a forest fire near Airport Junction. They noticed chemical fumes. People are moving away. A resident is waiting.,airport junction; chemical fumes; forest fire,FIRE,2
There's... Oh my god! I think there has been a boat accident near Industrial Area. one injured person. People are moving away. People are moving away. Please hurry!,one injured person; boat accident; industrial area,CRASH,3
"I... I don't know, Reports are coming in from Port Entrance about a earthquake damage. There is fuel leak. Traffic is building up. People are moving away.",port entrance; earthquake damage; fuel leak,RESCUE,5
"Wait, yes, Heavy dense fog is making the situation worse near Residential Block. There is a dam overflow. The weather is dense fog.",dense fog; residential block; dam overflow,FLOOD,1
There's... Please send help to Central Market. We have a gas leak involving a ambulance. Please hurry!,gas leak; central market; ambulance,HAZMAT,3
"It's, um, Please send help to Coastal Road. We have a crowd emergency involving a fuel tanker. Visibility is poor. People are moving away. What do I do?!",crowd emergency; coastal road; fuel tanker,RESCUE,1
The caller says there is a forest fire at Old Bridge. The weather is thunderstorm.,old bridge; forest fire; thunderstorm,FIRE,2
911? Please send help to City Hospital. We have a aircraft emergency involving a fuel tanker. The weather is stormy weather.,stormy weather; city hospital; aircraft emergency,CRASH,3
Help! There has been a warehouse fire near Underpass. I can see a tanker involved and a seriously injured driver. Traffic is building up. People are moving away. What do I do?!,a seriously injured driver; warehouse fire; tanker,FIRE,2
A elderly person says there is a wildfire near Airport Junction. They noticed oil spill. Send someone now!,airport junction; oil spill; elderly person,FIRE,3
I think there has been a warehouse fire near Railway Yard. three injured passengers. Visibility is poor. The incident happened around noon. What do I do?!,three injured passengers; railway yard; warehouse fire,FIRE,3
There's... Please hurry! The caller says there is a forest fire at River Bridge. The weather is wet roads. The incident happened late last night.,river bridge; wet roads; forest fire,FIRE,2
"I... I don't know, There has been a urban flooding near College Road. I can see a van involved and people with minor injuries.",people with minor injuries; urban flooding; college road,FLOOD,2
"I... I don't know, Please hurry! Please send help to College Road. We have a missing person involving a sedan. A driver is waiting. Traffic is building up. Send someone now!",missing person; college road; driver,RESCUE,2
I think there has been a industrial accident near Central Flyover. multiple casualties. The incident happened during rush hour. People are moving away. What do I do?!,central flyover; multiple casualties; industrial accident,MEDICAL,4
"It's, um, 911? There has been a wildfire near Tunnel Entrance. I can see a SUV involved and two injured people. Traffic is building up. People are moving away. Send someone now!",two injured people; tunnel entrance; wildfire,FIRE,2
911? There has been a medical emergency near Coastal Road. I can see a delivery vehicle involved and an unconscious person.,an unconscious person; coastal road; delivery vehicle,MEDICAL,4
Ahhh! Caller reports a fuel leak at Bus Terminal. There is fuel leak. Visibility is poor. A resident is waiting.,fuel leak; bus terminal; resident,HAZMAT,2
There's... Heavy lightning is making the situation worse near Underpass. There is a truck accident. Visibility is poor. Please hurry!,truck accident; lightning; underpass,CRASH,1
There has been a severe rainfall near Commercial Street. I can see a fuel tanker involved and people with minor injuries. Traffic is building up.,people with minor injuries; severe rainfall; commercial street,CYCLONE,1
"It's, um, Oh my god! There has been a bridge damage near Airport Road. I can see a car involved and several injured people. The incident happened about half an hour ago. The incident happened about half an hour ago.",several injured people; airport road; bridge damage,RESCUE,2
"Wait, yes, Please hurry! I am near Central Flyover and there has been a earthquake damage. The road is affected and I can see diesel leak. The weather is continuous rainfall. Visibility is poor. What do I do?!",central flyover; earthquake damage; diesel leak,RESCUE,5
There's... The caller says there is a building fire at Factory Road. People are moving away. A shopkeeper is waiting.,building fire; factory road; shopkeeper,FIRE,2
"Wait, yes, I am near South Flyover and there has been a gas leak. The road is affected and I can see fallen tree.",fallen tree; gas leak; south flyover,HAZMAT,2
911? I am near Factory Road and there has been a building fire. The road is affected and I can see fuel leak. Send someone now!,fuel leak; building fire; factory road,FIRE,2
Oh my god! I think there has been a bridge damage near Main Highway. a trapped passenger. Traffic is building up. Send someone now!,a trapped passenger; main highway; bridge damage,RESCUE,4
Oh my god! The caller says there is a cyclone damage at Commercial Street. The weather is poor visibility. People are moving away.,poor visibility; cyclone damage; commercial street,CYCLONE,1
I think there has been a wildfire near City Hospital. several injured people. Visibility is poor. The incident happened early this morning. Please hurry!,several injured people; city hospital; wildfire,FIRE,2
"It's, um, Oh my god! Heavy wet roads is making the situation worse near Bus Depot. There is a missing person. A worker is waiting. The weather is wet roads.",missing person; wet roads; bus depot,RESCUE,1
We have a flash flood near Coastal Road. It happened around midnight. The incident happened around midnight. The weather is stormy weather.,stormy weather; coastal road; flash flood,FLOOD,3
Please hurry! A pedestrian says there is a boat accident near Industrial Gate. They noticed chemical fumes. The incident happened late last night. Visibility is poor. Send someone now!,boat accident; industrial gate; chemical fumes,CRASH,1
There has been a vehicle collision near Airport Road. I can see a tanker involved and one injured person. Send someone now!,one injured person; airport road; vehicle collision,CRASH,2
Caller reports a lightning strike at Forest Checkpoint. There is gas leak. People are moving away.,lightning strike; gas leak; forest checkpoint,CYCLONE,2
